feature,mean_shap,raw_feature
single solitary,0.0,text__singl solitari
single republican,0.0,text__singl republican
Speaker's job title: Law professor,0.0,job__Speaker's job title_Law professor
single parents,0.0,text__singl parent
single months,0.0,text__singl month
single largest,0.0,text__singl largest
single earmarks,0.0,text__singl earmark
sing,0.0,text__sing
Speaker's job title: Liberal advocacy group,0.0,job__Speaker's job title_Liberal advocacy group
since united,0.0,text__sinc unit
sink support,0.0,text__sink support
spending percent,0.0,text__spend percent
sixty two,0.0,text__sixti two
size country,0.0,text__size countri
smart,0.0,text__smart
smaller smaller,0.0,text__smaller smaller
smaller percentage,0.0,text__smaller percentag
smaller,0.0,text__smaller
small donors,0.0,text__small donor
"Speaker's job title: Host of ""The Kelly File""",0.0,"job__Speaker's job title_Host of ""The Kelly File"""
obama accepted,0.0,text__obama accept
slower,0.0,text__slower
Speaker's job title: Host of Real Time with Bill Maher,0.0,job__Speaker's job title_Host of Real Time with Bill Maher
Speaker's job title: Host of a morning show on MSNBC,0.0,job__Speaker's job title_Host of a morning show on MSNBC
slaughtered,0.0,text__slaughter
size amendment,0.0,text__size amend
slated,0.0,text__slate
slash funding,0.0,text__slash fund
slash budget,0.0,text__slash budget
sky,0.0,text__sky
skipped court,0.0,text__skip court
skipped,0.0,text__skip
skin,0.0,text__skin
size national,0.0,text__size nation
size military,0.0,text__size militari
size government,0.0,text__size govern
size fish,0.0,text__size fish
size department,0.0,text__size depart
slash school,0.0,text__slash school
subsidies program,0.0,text__subsidi program
subsidies would,0.0,text__subsidi would
subsidize lunch,0.0,text__subsid lunch
Context: an op-ed.,0.0,context__Context_an op-ed.
telecommunications,0.0,text__telecommun
telecom,0.0,text__telecom
teen pregnancy,0.0,text__teen pregnanc
teen,0.0,text__teen
teddy roosevelt,0.0,text__teddi roosevelt
teddy kennedy,0.0,text__teddi kennedi
teddy,0.0,text__teddi
technology engineers,0.0,text__technolog engin
Context: an oped column,0.0,context__Context_an oped column
technical school,0.0,text__technic school
technical college,0.0,text__technic colleg
technical,0.0,text__technic
teamster,0.0,text__teamster
team whitewater,0.0,text__team whitewat
team recommended,0.0,text__team recommend
Context: an oped column.,0.0,context__Context_an oped column.
teachers wisconsin,0.0,text__teacher wisconsin
teachers union,0.0,text__teacher union
teachers texas,0.0,text__teacher texa
teachers teachers,0.0,text__teacher teacher
teachers salaries,0.0,text__teacher salari
Context: an open letter,0.0,context__Context_an open letter
television added,0.0,text__televis ad
Context: an op-ed column.,0.0,context__Context_an op-ed column.
tell people,0.0,text__tell peopl
tell policy,0.0,text__tell polici
terrorism watch,0.0,text__terror watch
terrorism suspected,0.0,text__terror suspect
terrorism attacks,0.0,text__terror attack
Context: an online post,0.0,context__Context_an online post
territorial,0.0,text__territori
terminated,0.0,text__termin
term trillion,0.0,text__term trillion
term president,0.0,text__term presid
term office,0.0,text__term offic
term funding,0.0,text__term fund
term first,0.0,text__term first
teachers nursing,0.0,text__teacher nurs
term federal,0.0,text__term feder
term care,0.0,text__term care
tenth percent,0.0,text__tenth percent
tenth,0.0,text__tenth
tent,0.0,text__tent
tens year,0.0,text__ten year
tens point,0.0,text__ten point
tennessee students,0.0,text__tennesse student
tenet,0.0,text__tenet
tend,0.0,text__tend
temperature,0.0,text__temperatur
tellers,0.0,text__teller
term election,0.0,text__term elect
Context: an online petition,0.0,context__Context_an online petition
teachers make,0.0,text__teacher make
teachers firefighters,0.0,text__teacher firefight
tax seniors,0.0,text__tax senior
tax residents,0.0,text__tax resid
tax refund,0.0,text__tax refund
tax reform,0.0,text__tax reform
tax reduction,0.0,text__tax reduct
tax received,0.0,text__tax receiv
tax real,0.0,text__tax real
tax raise,0.0,text__tax rais
tax provide,0.0,text__tax provid
tax property,0.0,text__tax properti
tax preparing,0.0,text__tax prepar
tax policy,0.0,text__tax polici
tax percent,0.0,text__tax percent
tax per,0.0,text__tax per
tax people,0.0,text__tax peopl
tax pay,0.0,text__tax pay
tax paid,0.0,text__tax paid
tax oil,0.0,text__tax oil
tax ohio,0.0,text__tax ohio
tax new,0.0,text__tax new
tax nearly,0.0,text__tax nearli
tax national,0.0,text__tax nation
tax mixed,0.0,text__tax mix
tax social,0.0,text__tax social
tax sports,0.0,text__tax sport
tax system,0.0,text__tax system
tax texas,0.0,text__tax texa
teachers education,0.0,text__teacher educ
teachers already,0.0,text__teacher alreadi
tea party,0.0,text__tea parti
tea,0.0,text__tea
taxpayers would,0.0,text__taxpay would
taxpayers protect,0.0,text__taxpay protect
taxpayers pay,0.0,text__taxpay pay
taxpayers paid,0.0,text__taxpay paid
taxpayers nearly,0.0,text__taxpay nearli
taxpayers million,0.0,text__taxpay million
taxpayers hundreds,0.0,text__taxpay hundr
teachers lost,0.0,text__teacher lost
taxpayers bailout,0.0,text__taxpay bailout
tax would,0.0,text__tax would
tax workers,0.0,text__tax worker
tax work,0.0,text__tax work
tax went,0.0,text__tax went
tax wealthiest,0.0,text__tax wealthiest
tax trillion,0.0,text__tax trillion
tax transactions,0.0,text__tax transact
tax top,0.0,text__tax top
tax today,0.0,text__tax today
tax three,0.0,text__tax three
tax think,0.0,text__tax think
Context: campaign website,0.0,context__Context_campaign website
terrorist attacks,0.0,text__terrorist attack
terrorist detainees,0.0,text__terrorist detaine
terrorist group,0.0,text__terrorist group
th national,0.0,text__th nation
th life,0.0,text__th life
th jobs,0.0,text__th job
th important,0.0,text__th import
th highest,0.0,text__th highest
th grade,0.0,text__th grade
th district,0.0,text__th district
th congress,0.0,text__th congress
th century,0.0,text__th centuri
th bottom,0.0,text__th bottom
th anniversary,0.0,text__th anniversari
th amendment,0.0,text__th amend
texting driving,0.0,text__text drive
texting,0.0,text__text
textbook,0.0,text__textbook
texas year,0.0,text__texa year
texas would,0.0,text__texa would
texas women,0.0,text__texa women
texas wind,0.0,text__texa wind
texas voters,0.0,text__texa voter
texas voted,0.0,text__texa vote
texas university,0.0,text__texa univers
texas unemployment,0.0,text__texa unemploy
th per,0.0,text__th per
th percent,0.0,text__th percent
th week,0.0,text__th week
th worst,0.0,text__th worst
theres one,0.0,text__there one
theres nothing,0.0,text__there noth
theres never,0.0,text__there never
theres billion,0.0,text__there billion
Context: an interview on NPR,0.0,context__Context_an interview on NPR
therell,0.0,text__therel
thereafter,0.0,text__thereaft
therapy,0.0,text__therapi
theocracy,0.0,text__theocraci
theater,0.0,text__theater
thats support,0.0,text__that support
texas th,0.0,text__texa th
thats right,0.0,text__that right
thats one,0.0,text__that one
thats higher,0.0,text__that higher
thats happen,0.0,text__that happen
thats going,0.0,text__that go
thats far,0.0,text__that far
thats fact,0.0,text__that fact
thats called,0.0,text__that call
thats basically,0.0,text__that basic
thats actually,0.0,text__that actual
thanks obamacare,0.0,text__thank obamacar
thanks obama,0.0,text__thank obama
thats people,0.0,text__that peopl
texas taxpayers,0.0,text__texa taxpay
Context: an interview with CNN,0.0,context__Context_an interview with CNN
texas spending,0.0,text__texa spend
texas four,0.0,text__texa four
texas face,0.0,text__texa face
texas even,0.0,text__texa even
texas doesnt,0.0,text__texa doesnt
texas county,0.0,text__texa counti
texas constitution,0.0,text__texa constitut
texas college,0.0,text__texa colleg
texas city,0.0,text__texa citi
texas capitol,0.0,text__texa capitol
texas budget,0.0,text__texa budget
texas added,0.0,text__texa ad
texas gains,0.0,text__texa gain
Context: an online ad,0.0,context__Context_an online ad
testify congress,0.0,text__testifi congress
testify,0.0,text__testifi
test welfare,0.0,text__test welfar
test scores,0.0,text__test score
test position,0.0,text__test posit
test given,0.0,text__test given
test every,0.0,text__test everi
terry mcauliffe,0.0,text__terri mcauliff
terry,0.0,text__terri
terrorist organizations,0.0,text__terrorist organ
terrorist killed,0.0,text__terrorist kill
testimony,0.0,text__testimoni
tax million,0.0,text__tax million
texas general,0.0,text__texa gener
texas history,0.0,text__texa histori
texas since,0.0,text__texa sinc
Context: an interview with Fox News,0.0,context__Context_an interview with Fox News
texas said,0.0,text__texa said
texas residents,0.0,text__texa resid
texas rep,0.0,text__texa rep
texas registered,0.0,text__texa regist
texas ranks,0.0,text__texa rank
texas rangers,0.0,text__texa ranger
texas raise,0.0,text__texa rais
texas railroad,0.0,text__texa railroad
texas public,0.0,text__texa public
Context: an interview with NPR,0.0,context__Context_an interview with NPR
Context: an interview with Fox News.,0.0,context__Context_an interview with Fox News.
texas one,0.0,text__texa one
texas national,0.0,text__texa nation
texas mexico,0.0,text__texa mexico
texas legislation,0.0,text__texa legisl
texas lead,0.0,text__texa lead
texas lawmakers,0.0,text__texa lawmak
Context: an interview with MSNBC,0.0,context__Context_an interview with MSNBC
texas last,0.0,text__texa last
texas increase,0.0,text__texa increas
texas house,0.0,text__texa hous
texas hospitals,0.0,text__texa hospit
texas passed,0.0,text__texa pass
tax mandate,0.0,text__tax mandat
tax lowest,0.0,text__tax lowest
tax lower,0.0,text__tax lower
surcharge,0.0,text__surcharg
supremacist,0.0,text__supremacist
suppression,0.0,text__suppress
supposedly,0.0,text__supposedli
supposed,0.0,text__suppos
support would,0.0,text__support would
support use,0.0,text__support use
support trump,0.0,text__support trump
support trans,0.0,text__support tran
support trade,0.0,text__support trade
support taxpayers,0.0,text__support taxpay
support surge,0.0,text__support surg
support sales,0.0,text__support sale
support ronald,0.0,text__support ronald
Context: the NBC Commander-In-Chief Forum,0.0,context__Context_the NBC Commander-In-Chief Forum
support republican,0.0,text__support republican
support repeal,0.0,text__support repeal
support remove,0.0,text__support remov
support raise,0.0,text__support rais
support proposed,0.0,text__support propos
Context: the first presidential debate,0.0,context__Context_the first presidential debate
support police,0.0,text__support polic
support percent,0.0,text__support percent
Context: remarks to reporters,0.0,context__Context_remarks to reporters
sure women,0.0,text__sure women
surface,0.0,text__surfac
surface temperature,0.0,text__surfac temperatur
swift,0.0,text__swift
swat,0.0,text__swat
swapped bowe,0.0,text__swap bow
Context: remarks on the House floor,0.0,context__Context_remarks on the House floor
sustaining,0.0,text__sustain
suspicious,0.0,text__suspici
suspicion,0.0,text__suspicion
suspected terrorist,0.0,text__suspect terrorist
susan rice,0.0,text__susan rice
susan,0.0,text__susan
survivors,0.0,text__survivor
support passage,0.0,text__support passag
survey show,0.0,text__survey show
surrogate,0.0,text__surrog
surrender,0.0,text__surrend
surprised,0.0,text__surpris
surplus year,0.0,text__surplu year
surplus billion,0.0,text__surplu billion
surgical,0.0,text__surgic
surgeries,0.0,text__surgeri
surgeon general,0.0,text__surgeon gener
surgeon,0.0,text__surgeon
surge confidence,0.0,text__surg confid
surge,0.0,text__surg
surtax,0.0,text__surtax
support overhaul,0.0,text__support overhaul
support obamacare,0.0,text__support obamacar
support obama,0.0,text__support obama
supervisors election,0.0,text__supervisor elect
supervisors,0.0,text__supervisor
superdelegate,0.0,text__superdeleg
Context: the vice presidential debate,0.0,context__Context_the vice presidential debate
Party: Moderate,0.0,party__Party_Moderate
sununu,0.0,text__sununu
sunstein,0.0,text__sunstein
sunday,0.0,text__sunday
sun,0.0,text__sun
summit,0.0,text__summit
sullivan,0.0,text__sullivan
supplemental,0.0,text__supplement
suit mexico,0.0,text__suit mexico
suicide every,0.0,text__suicid everi
suggested might,0.0,text__suggest might
sugar,0.0,text__sugar
sued obama,0.0,text__su obama
suddenly,0.0,text__suddenli
successful reduce,0.0,text__success reduc
succeed,0.0,text__succeed
substitute,0.0,text__substitut
substantial increase,0.0,text__substanti increas
substance abuse,0.0,text__substanc abus
substance,0.0,text__substanc
suit,0.0,text__suit
swimming,0.0,text__swim
supply natural,0.0,text__suppli natur
support abortion,0.0,text__support abort
support nearly,0.0,text__support nearli
Context: the second 2016 presidential debate,0.0,context__Context_the second 2016 presidential debate
support massive,0.0,text__support massiv
support law,0.0,text__support law
support late,0.0,text__support late
support jobs,0.0,text__support job
support idea,0.0,text__support idea
support higher,0.0,text__support higher
support government,0.0,text__support govern
support gov,0.0,text__support gov
support florida,0.0,text__support florida
"Context: the third presidential debate in Boca Raton, Fla.",0.0,"context__Context_the third presidential debate in Boca Raton, Fla."
support federal,0.0,text__support feder
support either,0.0,text__support either
support dropped,0.0,text__support drop
support dream,0.0,text__support dream
support democrats,0.0,text__support democrat
support common,0.0,text__support common
Context: the third 2016 presidential debate,0.0,context__Context_the third 2016 presidential debate
support bridge,0.0,text__support bridg
support billion,0.0,text__support billion
support background,0.0,text__support background
support amendment,0.0,text__support amend
support affordable,0.0,text__support afford
support exports,0.0,text__support export
Speaker's job title: Speaker of the House,0.0,job__Speaker's job title_Speaker of the House
swine,0.0,text__swine
swiss,0.0,text__swiss
tax bill,0.0,text__tax bill
tax average,0.0,text__tax averag
tax anywhere,0.0,text__tax anywher
tax anyone,0.0,text__tax anyon
tax americans,0.0,text__tax american
tax america,0.0,text__tax america
tax account,0.0,text__tax account
taveras,0.0,text__tavera
tattoos,0.0,text__tattoo
tarkanian,0.0,text__tarkanian
tariffs,0.0,text__tariff
target irs,0.0,text__target ir
target,0.0,text__target
tank,0.0,text__tank
tampa bay,0.0,text__tampa bay
Context: his Fox News program,0.0,context__Context_his Fox News program
Context: his State of the State address,0.0,context__Context_his State of the State address
tally,0.0,text__talli
tallahassee,0.0,text__tallahasse
talking jobs,0.0,text__talk job
talking get,0.0,text__talk get
takeover healthcare,0.0,text__takeov healthcar
Context: his presidential announcement speech,0.0,context__Context_his presidential announcement speech
tax bracket,0.0,text__tax bracket
tax change,0.0,text__tax chang
Context: comments to reporters,0.0,context__Context_comments to reporters
tax collective,0.0,text__tax collect
tax low,0.0,text__tax low
tax least,0.0,text__tax least
tax internet,0.0,text__tax internet
tax income,0.0,text__tax incom
tax hurt,0.0,text__tax hurt
tax homeowners,0.0,text__tax homeown
tax home,0.0,text__tax home
tax high,0.0,text__tax high
tax health,0.0,text__tax health
tax grocery,0.0,text__tax groceri
tax going,0.0,text__tax go
Context: his radio program,0.0,context__Context_his radio program
tax giveaways,0.0,text__tax giveaway
tax gas,0.0,text__tax ga
tax food,0.0,text__tax food
tax florida,0.0,text__tax florida
tax filers,0.0,text__tax filer
tax everything,0.0,text__tax everyth
tax every,0.0,text__tax everi
tax even,0.0,text__tax even
tax earn,0.0,text__tax earn
Context: comments on Meet the Press,0.0,context__Context_comments on Meet the Press
tax damage,0.0,text__tax damag
tax created,0.0,text__tax creat
tax gasoline,0.0,text__tax gasolin
Context: in a debate,0.0,context__Context_in a debate
taken office,0.0,text__taken offic
taken federal,0.0,text__taken feder
system state,0.0,text__system state
system president,0.0,text__system presid
system percent,0.0,text__system percent
system national,0.0,text__system nation
system make,0.0,text__system make
system jobs,0.0,text__system job
system history,0.0,text__system histori
system goes,0.0,text__system goe
system general,0.0,text__system gener
system entire,0.0,text__system entir
system development,0.0,text__system develop
system thats,0.0,text__system that
system could,0.0,text__system could
syrian refugees,0.0,text__syrian refuge
syrian,0.0,text__syrian
Context: posts on the Internet,0.0,context__Context_posts on the Internet
syndrome children,0.0,text__syndrom children
syndrome,0.0,text__syndrom
symbol,0.0,text__symbol
sworn office,0.0,text__sworn offic
Context: press release,0.0,context__Context_press release
switched position,0.0,text__switch posit
switched party,0.0,text__switch parti
switched obamacare,0.0,text__switch obamacar
system broke,0.0,text__system broke
swine flu,0.0,text__swine flu
systematically,0.0,text__systemat
table,0.0,text__tabl
taken away,0.0,text__taken away
take year,0.0,text__take year
take us,0.0,text__take us
take stand,0.0,text__take stand
take six,0.0,text__take six
take sat,0.0,text__take sat
take one,0.0,text__take one
Context: in a news release,0.0,context__Context_in a news release
take half,0.0,text__take half
take gun,0.0,text__take gun
take funding,0.0,text__take fund
Context: on the Internet,0.0,context__Context_on the Internet
take full,0.0,text__take full
take everybody,0.0,text__take everybodi
take effect,0.0,text__take effect
take dime,0.0,text__take dime
take care,0.0,text__take care
take back,0.0,text__take back
take action,0.0,text__take action
taj mahal,0.0,text__taj mahal
taj,0.0,text__taj
tainted,0.0,text__taint
tag,0.0,text__tag
tactic,0.0,text__tactic
take executive,0.0,text__take execut
nursing home,0.0,text__nurs home
percent business,0.0,text__percent busi
nunn,0.0,text__nunn
franklin delano,0.0,text__franklin delano
franken,0.0,text__franken
frankel,0.0,text__frankel
frank pallone,0.0,text__frank pallon
frank guinta,0.0,text__frank guinta
frank,0.0,text__frank
franchises,0.0,text__franchis
france,0.0,text__franc
frame,0.0,text__frame
fourth quarter,0.0,text__fourth quarter
fourth grade,0.0,text__fourth grade
four five,0.0,text__four five
four day,0.0,text__four day
four country,0.0,text__four countri
founder,0.0,text__founder
foundation took,0.0,text__foundat took
bipartisan bill,0.0,text__bipartisan bill
fossil fuel,0.0,text__fossil fuel
fossil,0.0,text__fossil
forum,0.0,text__forum
forty seven,0.0,text__forti seven
fraudulent,0.0,text__fraudul
forty percent,0.0,text__forti percent
fred,0.0,text__fred
free economy,0.0,text__free economi
billion pay,0.0,text__billion pay
fulton county,0.0,text__fulton counti
fulton,0.0,text__fulton
fully paid,0.0,text__fulli paid
fully funding,0.0,text__fulli fund
full effect,0.0,text__full effect
full control,0.0,text__full control
fulfilled,0.0,text__fulfil
fuel tax,0.0,text__fuel tax
fuel efficiency,0.0,text__fuel effici
fuel,0.0,text__fuel
froze,0.0,text__froze
billion spending,0.0,text__billion spend
freshmen,0.0,text__freshmen
fresh water,0.0,text__fresh water
fresh,0.0,text__fresh
frequently,0.0,text__frequent
freeze,0.0,text__freez
freeway,0.0,text__freeway
freedom restore,0.0,text__freedom restor
free health,0.0,text__free health
billion surplus,0.0,text__billion surplu
fortune companies,0.0,text__fortun compani
fort hood,0.0,text__fort hood
bipartisan support,0.0,text__bipartisan support
fly,0.0,text__fli
black male,0.0,text__black male
black men,0.0,text__black men
flu,0.0,text__flu
florida th,0.0,text__florida th
florida taxpayers,0.0,text__florida taxpay
florida students,0.0,text__florida student
florida state,0.0,text__florida state
florida second,0.0,text__florida second
black people,0.0,text__black peopl
florida proposed,0.0,text__florida propos
florida one,0.0,text__florida one
florida legislature,0.0,text__florida legislatur
florida last,0.0,text__florida last
florida jobs,0.0,text__florida job
florida house,0.0,text__florida hous
blamed,0.0,text__blame
florida high,0.0,text__florida high
florida coast,0.0,text__florida coast
florida alone,0.0,text__florida alon
flopped abortion,0.0,text__flop abort
black democrats,0.0,text__black democrat
food clothing,0.0,text__food cloth
football program,0.0,text__footbal program
forbidden,0.0,text__forbidden
bird,0.0,text__bird
former governor,0.0,text__former governor
former gov,0.0,text__former gov
former clinton,0.0,text__former clinton
form government,0.0,text__form govern
form birth,0.0,text__form birth
forfeiture,0.0,text__forfeitur
birth abortion,0.0,text__birth abort
foreign oil,0.0,text__foreign oil
foreign government,0.0,text__foreign govern
funding abortion,0.0,text__fund abort
foreign country,0.0,text__foreign countri
foreign companies,0.0,text__foreign compani
foreclosure rate,0.0,text__foreclosur rate
forcible rape,0.0,text__forcibl rape
forcible,0.0,text__forcibl
force watch,0.0,text__forc watch
force seniors,0.0,text__forc senior
force resign,0.0,text__forc resign
force people,0.0,text__forc peopl
bishop,0.0,text__bishop
force christian,0.0,text__forc christian
foreign corporate,0.0,text__foreign corpor
funding billion,0.0,text__fund billion
funding budget,0.0,text__fund budget
funding city,0.0,text__fund citi
get bipartisan,0.0,text__get bipartisan
get abortion,0.0,text__get abort
gerrymanders,0.0,text__gerrymand
gerald daugherty,0.0,text__gerald daugherti
gerald,0.0,text__gerald
georgia taxpayers,0.0,text__georgia taxpay
georgia ranks,0.0,text__georgia rank
georgia public,0.0,text__georgia public
georgia lost,0.0,text__georgia lost
georgia lawmakers,0.0,text__georgia lawmak
georgia law,0.0,text__georgia law
georgia illegal,0.0,text__georgia illeg
georgia general,0.0,text__georgia gener
georgia economy,0.0,text__georgia economi
georgia dropped,0.0,text__georgia drop
georgia billion,0.0,text__georgia billion
george washington,0.0,text__georg washington
george soros,0.0,text__georg soro
geographic,0.0,text__geograph
geneva convention,0.0,text__geneva convent
geneva,0.0,text__geneva
get done,0.0,text__get done
get free,0.0,text__get free
get gun,0.0,text__get gun
get jail,0.0,text__get jail
give away,0.0,text__give away
give average,0.0,text__give averag
give amnesty,0.0,text__give amnesti
girls scouts,0.0,text__girl scout
gingrich said,0.0,text__gingrich said
billion budget,0.0,text__billion budget
gingrey,0.0,text__gingrey
gina raimondo,0.0,text__gina raimondo
gina,0.0,text__gina
gillespie,0.0,text__gillespi
genetically modified,0.0,text__genet modifi
gift,0.0,text__gift
get zero,0.0,text__get zero
get worse,0.0,text__get wors
get way,0.0,text__get way
get tax,0.0,text__get tax
get people,0.0,text__get peopl
get paid,0.0,text__get paid
get one,0.0,text__get one
get million,0.0,text__get million
get lot,0.0,text__get lot
get jobs,0.0,text__get job
gibbs,0.0,text__gibb
floor,0.0,text__floor
general revenue,0.0,text__gener revenu
general million,0.0,text__gener million
billion money,0.0,text__billion money
gallon gasoline,0.0,text__gallon gasolin
gallon gas,0.0,text__gallon ga
fy,0.0,text__fy
fung,0.0,text__fung
fundraising,0.0,text__fundrais
funding troops,0.0,text__fund troop
funding taxpayers,0.0,text__fund taxpay
funding public,0.0,text__fund public
funding preschool,0.0,text__fund preschool
funding plan,0.0,text__fund plan
funding pension,0.0,text__fund pension
funding pay,0.0,text__fund pay
funding obamacare,0.0,text__fund obamacar
funding new,0.0,text__fund new
funding national,0.0,text__fund nation
billion next,0.0,text__billion next
funding health,0.0,text__fund health
funding half,0.0,text__fund half
funding government,0.0,text__fund govern
funding federal,0.0,text__fund feder
gamblers,0.0,text__gambler
gang,0.0,text__gang
billion lost,0.0,text__billion lost
gao,0.0,text__gao
general jobs,0.0,text__gener job
general eric,0.0,text__gener eric
billion economic,0.0,text__billion econom
gen,0.0,text__gen
geithner,0.0,text__geithner
gdp ratio,0.0,text__gdp ratio
gay right,0.0,text__gay right
gay couple,0.0,text__gay coupl
billion every,0.0,text__billion everi
gave away,0.0,text__gave away
general new,0.0,text__gener new
billion federal,0.0,text__billion feder
gasoline gallon,0.0,text__gasolin gallon
gases,0.0,text__gase
gas pipeline,0.0,text__ga pipelin
gas industry,0.0,text__ga industri
gas country,0.0,text__ga countri
billion gallon,0.0,text__billion gallon
gardner,0.0,text__gardner
garden,0.0,text__garden
garcia,0.0,text__garcia
billion hours,0.0,text__billion hour
gasoline prices,0.0,text__gasolin price
give every,0.0,text__give everi
flood insurance,0.0,text__flood insur
flight,0.0,text__flight
extending unemployment,0.0,text__extend unemploy
extending early,0.0,text__extend earli
extending bush,0.0,text__extend bush
expressly,0.0,text__expressli
expressed,0.0,text__express
bragged,0.0,text__brag
exports important,0.0,text__export import
explosive,0.0,text__explos
exploited,0.0,text__exploit
exploding,0.0,text__explod
explain,0.0,text__explain
braley,0.0,text__braley
experts says,0.0,text__expert say
experts,0.0,text__expert
experienced,0.0,text__experienc
experience bench,0.0,text__experi bench
branch,0.0,text__branch
expected created,0.0,text__expect creat
brand,0.0,text__brand
brand new,0.0,text__brand new
brat,0.0,text__brat
extensively,0.0,text__extens
exonerated,0.0,text__exoner
extortion,0.0,text__extort
exxon,0.0,text__exxon
families health,0.0,text__famili health
families four,0.0,text__famili four
families earn,0.0,text__famili earn
bowe,0.0,text__bow
fallen percent,0.0,text__fallen percent
bowe bergdahl,0.0,text__bow bergdahl
fall percent,0.0,text__fall percent
falk,0.0,text__falk
falcons stadium,0.0,text__falcon stadium
falcons,0.0,text__falcon
boxer,0.0,text__boxer
fairly,0.0,text__fairli
boys,0.0,text__boy
faculty members,0.0,text__faculti member
bp,0.0,text__bp
factually,0.0,text__factual
brad,0.0,text__brad
fact check,0.0,text__fact check
bradley,0.0,text__bradley
exxonmobil,0.0,text__exxonmobil
exxon mobil,0.0,text__exxon mobil
extremists,0.0,text__extremist
exit,0.0,text__exit
exercises,0.0,text__exercis
braves,0.0,text__brave
every investment,0.0,text__everi invest
every household,0.0,text__everi household
every hours,0.0,text__everi hour
every four,0.0,text__everi four
brendan,0.0,text__brendan
every dime,0.0,text__everi dime
every americans,0.0,text__everi american
brendan doherty,0.0,text__brendan doherti
brian,0.0,text__brian
ever african,0.0,text__ever african
eventually,0.0,text__eventu
event atlanta,0.0,text__event atlanta
even wants,0.0,text__even want
even use,0.0,text__even use
even time,0.0,text__even time
even though,0.0,text__even though
even support,0.0,text__even support
even state,0.0,text__even state
even said,0.0,text__even said
even pay,0.0,text__even pay
even one,0.0,text__even one
every man,0.0,text__everi man
every minutes,0.0,text__everi minut
every penny,0.0,text__everi penni
breast,0.0,text__breast
executive branch,0.0,text__execut branch
executive action,0.0,text__execut action
exclusively,0.0,text__exclus
braves stadium,0.0,text__brave stadium
excise tax,0.0,text__excis tax
excise,0.0,text__excis
breaks companies,0.0,text__break compani
exceeds,0.0,text__exce
example,0.0,text__exampl
examined,0.0,text__examin
families income,0.0,text__famili incom
exactly,0.0,text__exactli
evolution,0.0,text__evolut
everybody else,0.0,text__everybodi els
breaks corporate,0.0,text__break corpor
every workers,0.0,text__everi worker
breaks oil,0.0,text__break oil
every students,0.0,text__everi student
every spent,0.0,text__everi spent
every six,0.0,text__everi six
every school,0.0,text__everi school
every president,0.0,text__everi presid
exact,0.0,text__exact
families live,0.0,text__famili live
families lost,0.0,text__famili lost
families per,0.0,text__famili per
first among,0.0,text__first among
first amendment,0.0,text__first amend
firefighters police,0.0,text__firefight polic
firearms dealers,0.0,text__firearm dealer
fire teachers,0.0,text__fire teacher
fire employees,0.0,text__fire employe
fire department,0.0,text__fire depart
boccieri,0.0,text__boccieri
body part,0.0,text__bodi part
fingerprinting,0.0,text__fingerprint
find jobs,0.0,text__find job
bomber,0.0,text__bomber
financial service,0.0,text__financi servic
financial institutions,0.0,text__financi institut
financial crisis,0.0,text__financi crisi
finance reform,0.0,text__financ reform
finally,0.0,text__final
filibuster presidential,0.0,text__filibust presidenti
filibuster,0.0,text__filibust
filed suit,0.0,text__file suit
filed lawsuit,0.0,text__file lawsuit
board education,0.0,text__board educ
first gulf,0.0,text__first gulf
first months,0.0,text__first month
board created,0.0,text__board creat
blank check,0.0,text__blank check
blood,0.0,text__blood
fleeing,0.0,text__flee
bloomberg,0.0,text__bloomberg
flat tax,0.0,text__flat tax
flag south,0.0,text__flag south
fla,0.0,text__fla
fl,0.0,text__fl
fix,0.0,text__fix
blue,0.0,text__blue
fighters,0.0,text__fighter
five time,0.0,text__five time
blue crossing,0.0,text__blue cross
fitzgerald,0.0,text__fitzgerald
fit,0.0,text__fit
fish,0.0,text__fish
fiscal cliff,0.0,text__fiscal cliff
fiscal budget,0.0,text__fiscal budget
blueprint,0.0,text__blueprint
first responding,0.0,text__first respond
blunt,0.0,text__blunt
first person,0.0,text__first person
five six,0.0,text__five six
flint,0.0,text__flint
fight isis,0.0,text__fight isi
fifth highest,0.0,text__fifth highest
federal investigation,0.0,text__feder investig
federal grant,0.0,text__feder grant
federal election,0.0,text__feder elect
born wedlock,0.0,text__born wedlock
federal court,0.0,text__feder court
featured,0.0,text__featur
fbi director,0.0,text__fbi director
borrowing billion,0.0,text__borrow billion
favor higher,0.0,text__favor higher
borrowing cents,0.0,text__borrow cent
borrowing trillion,0.0,text__borrow trillion
bosnia,0.0,text__bosnia
fat,0.0,text__fat
fastest pace,0.0,text__fastest pace
boss,0.0,text__boss
farm bill,0.0,text__farm bill
fares,0.0,text__fare
far less,0.0,text__far less
bottom percent,0.0,text__bottom percent
families see,0.0,text__famili see
families plan,0.0,text__famili plan
federal judge,0.0,text__feder judg
federal level,0.0,text__feder level
border time,0.0,text__border time
federal regulations,0.0,text__feder regul
fifteen year,0.0,text__fifteen year
fifteen,0.0,text__fifteen
fidel castro,0.0,text__fidel castro
fidel,0.0,text__fidel
fewest,0.0,text__fewest
fewer percent,0.0,text__fewer percent
booker,0.0,text__booker
fewer employees,0.0,text__fewer employe
festival,0.0,text__festiv
ferguson mo,0.0,text__ferguson mo
fifty percent,0.0,text__fifti percent
ferguson,0.0,text__ferguson
